from_stop_I;to_stop_I;dep_time_ut;arr_time_ut;route_type;trip_I;seq;route_I
107;105;1481520361;1481520420;3;1272;4;40
330;328;1481520361;1481520420;3;772;12;28
128;126;1481520361;1481520420;3;170;11;44
361;390;1481520361;1481520420;3;97;3;6
240;242;1481520420;1481520480;3;688;33;38
110;107;1481520420;1481520480;3;605;3;44
34;32;1481520420;1481520421;3;2059;25;44
163;377;1481520420;1481520480;3;1653;13;4
376;162;1481520420;1481520480;3;976;38;43
1187;357;1481520420;1481520720;3;42;24;29
115;79;1481520420;1481520600;3;1469;15;39
469;467;1481520420;1481520660;3;2045;5;35
164;28;1481520420;1481520480;3;27;7;34
390;388;1481520420;1481520421;3;97;4;6
105;103;1481520420;1481520480;3;1272;5;40
453;73;1481520420;1481520421;3;1177;12;36
52;98;1481520420;1481520480;3;1629;9;39
328;326;1481520420;1481520421;3;772;13;28
240;242;1481520420;1481520480;3;1207;1;38
852;813;1481520420;1481520480;3;1355;10;42
119;117;1481520420;1481520480;3;686;33;6
361;390;1481520420;1481520480;3;1108;3;1
246;258;1481520420;1481520480;3;2372;6;10
275;273;1481520420;1481520421;3;1888;21;5
75;49;1481520420;1481520480;3;927;21;7
76;96;1481520420;1481520480;3;969;12;46
15;195;1481520420;1481520480;3;778;20;44
129;130;1481520420;1481520480;3;687;28;41
154;156;1481520420;1481520480;3;1449;34;41
350;385;1481520420;1481520421;3;1892;55;6
219;221;1481520420;1481520421;3;1808;16;7
453;73;1481520420;1481520480;3;1238;12;37
416;53;1481520420;1481520480;3;157;14;41
442;444;1481520420;1481520480;3;1945;16;31
267;269;1481520420;1481520480;3;1845;22;33
126;124;1481520420;1481520421;3;170;12;44
72;53;1481520420;1481520540;3;1243;16;6
96;409;1481520420;1481520900;3;888;13;45
207;209;1481520420;1481520480;3;1615;26;36
1243;1143;1481520420;1481520421;3;1011;1;9
129;130;1481520420;1481520480;3;2066;1;41
256;234;1481520420;1481520600;3;1833;56;6
285;313;1481520420;1481520480;3;1960;16;43
32;147;1481520421;1481520480;3;2059;26;44
385;387;1481520421;1481520480;3;1892;56;6
73;5;1481520421;1481520900;3;1177;13;36
1143;456;1481520421;1481520540;3;1011;2;9
273;203;1481520421;1481520422;3;1888;22;5
326;324;1481520421;1481520480;3;772;14;28
124;121;1481520421;1481520540;3;170;13;44
388;351;1481520421;1481520480;3;97;5;6
221;223;1481520421;1481520480;3;1808;17;7
203;201;1481520422;1481520423;3;1888;23;5
201;140;1481520423;1481520540;3;1888;24;5
209;288;1481520480;1481520540;3;1615;27;36
377;243;1481520480;1481520540;3;1653;14;4
200;202;1481520480;1481520540;3;884;28;6
1187;341;1481520480;1481520720;3;1925;20;39
1132;99;1481520480;1481520660;3;108;7;30
444;448;1481520480;1481520600;3;1945;17;31
53;73;1481520480;1481520540;3;157;15;41
73;3;1481520480;1481520900;3;1238;13;37
387;389;1481520480;1481520540;3;1892;57;6
223;225;1481520480;1481520540;3;1808;18;7
130;131;1481520480;1481520481;3;687;29;41
156;158;1481520480;1481520600;3;1449;35;41
195;198;1481520480;1481520481;3;778;21;44
96;409;1481520480;1481520900;3;969;13;46
49;51;1481520480;1481520540;3;927;22;7
258;260;1481520480;1481520540;3;2372;7;10
117;115;1481520480;1481520481;3;686;34;6
445;439;1481520480;1481520540;3;460;24;38
469;467;1481520480;1481520540;3;1021;1;3
313;263;1481520480;1481520600;3;1960;17;43
1349;1348;1481520480;1481520540;3;1022;1;29
162;187;1481520480;1481520540;3;976;39;43
324;342;1481520480;1481520481;3;772;15;28
813;1129;1481520480;1481520481;3;1355;11;42
28;2;1481520480;1481520600;3;27;8;34
351;349;1481520480;1481520540;3;97;6;6
242;160;1481520480;1481520540;3;688;34;38
103;101;1481520480;1481520540;3;1272;6;40
107;105;1481520480;1481520540;3;605;4;44
98;1131;1481520480;1481520660;3;1629;10;39
242;160;1481520480;1481520540;3;1207;2;38
390;388;1481520480;1481520540;3;1108;4;1
130;131;1481520480;1481520481;3;2066;2;41
147;35;1481520480;1481520481;3;2059;27;44
35;149;1481520481;1481520540;3;2059;28;44
1129;1130;1481520481;1481520660;3;1355;12;42
115;344;1481520481;1481520540;3;686;35;6
131;132;1481520481;1481520540;3;2066;3;41
131;132;1481520481;1481520540;3;687;30;41
342;1130;1481520481;1481520660;3;772;16;28
198;120;1481520481;1481520660;3;778;22;44
202;272;1481520540;1481520600;3;884;29;6
51;1;1481520540;1481520660;3;927;23;7
456;1132;1481520540;1481520720;3;1011;3;9
388;386;1481520540;1481520541;3;1108;5;1
1348;445;1481520540;1481520600;3;1022;2;29
101;153;1481520540;1481520600;3;1272;7;40
467;1143;1481520540;1481520541;3;1021;2;3
160;159;1481520540;1481520600;3;1207;3;38
53;73;1481520540;1481520600;3;1243;17;6
187;184;1481520540;1481520600;3;976;40;43
439;433;1481520540;1481520541;3;460;25;38
288;264;1481520540;1481520541;3;1615;28;36
225;227;1481520540;1481520660;3;1808;19;7
349;347;1481520540;1481520541;3;97;7;6
132;133;1481520540;1481520600;3;2066;4;41
140;119;1481520540;1481520600;3;1888;25;5
149;151;1481520540;1481520541;3;2059;29;44
389;1333;1481520540;1481520541;3;1892;58;6
243;414;1481520540;1481520600;3;1653;15;4
73;5;1481520540;1481520900;3;157;16;41
132;133;1481520540;1481520600;3;687;31;41
160;159;1481520540;1481520600;3;688;35;38
121;139;1481520540;1481520541;3;170;14;44
344;75;1481520540;1481520541;3;686;36;6
105;103;1481520540;1481520600;3;605;5;44
260;1131;1481520540;1481520600;3;2372;8;10
139;199;1481520541;1481520660;3;170;15;44
151;152;1481520541;1481520600;3;2059;30;44
264;262;1481520541;1481520600;3;1615;29;36
433;368;1481520541;1481520600;3;460;26;38
386;396;1481520541;1481520600;3;1108;6;1
1333;1332;1481520541;1481520600;3;1892;59;6
347;340;1481520541;1481520542;3;97;8;6
75;49;1481520541;1481520600;3;686;37;6
1143;456;1481520541;1481520720;3;1021;3;3
340;338;1481520542;1481520543;3;97;9;6
338;336;1481520543;1481520544;3;97;10;6
336;334;1481520544;1481520600;3;97;11;6
45;44;1481520600;1481520660;3;1872;1;29
133;134;1481520600;1481520660;3;2066;5;41
263;265;1481520600;1481520720;3;1960;18;43
409;21;1481520600;1481520900;3;1129;5;18
268;266;1481520600;1481520601;3;1038;1;33
334;332;1481520600;1481520660;3;97;12;6
153;151;1481520600;1481520660;3;1272;8;40
445;439;1481520600;1481520660;3;1022;3;29
272;274;1481520600;1481520660;3;884;30;6
73;6;1481520600;1481521200;3;1243;18;6
26;66;1481520600;1481520660;3;1938;1;6
119;117;1481520600;1481520601;3;1888;26;5
234;232;1481520600;1481520660;3;1917;1;7
343;353;1481520600;1481520601;3;1171;1;37
133;134;1481520600;1481520601;3;687;32;41
448;436;1481520600;1481520660;3;1945;18;31
446;438;1481520600;1481520720;3;536;17;38
396;239;1481520600;1481520660;3;1108;7;1
79;77;1481520600;1481520601;3;1469;16;39
414;177;1481520600;1481520660;3;1653;16;4
446;438;1481520600;1481520660;3;1903;17;24
2;50;1481520600;1481520660;3;27;9;34
234;232;1481520600;1481520660;3;1833;57;6
1332;1330;1481520600;1481520660;3;1892;60;6
103;101;1481520600;1481520660;3;605;6;44
152;100;1481520600;1481520660;3;2059;31;44
368;362;1481520600;1481520601;3;460;27;38
159;402;1481520600;1481520660;3;1207;4;38
239;81;1481520600;1481520660;3;1134;1;2
4;66;1481520600;1481520660;3;1559;22;37
49;51;1481520600;1481520660;3;686;38;6
262;314;1481520600;1481520780;3;1615;30;36
159;402;1481520600;1481520660;3;688;36;38
1131;455;1481520600;1481520720;3;2372;9;10
266;270;1481520601;1481520660;3;1038;2;33
353;235;1481520601;1481520660;3;1171;2;37
77;344;1481520601;1481520660;3;1469;17;39
362;370;1481520601;1481520660;3;460;28;38
134;135;1481520601;1481520660;3;687;33;41
117;115;1481520601;1481520660;3;1888;27;5
120;122;1481520660;1481520661;3;778;23;44
51;26;1481520660;1481521800;3;686;39;6
274;276;1481520660;1481520720;3;884;31;6
1131;455;1481520660;1481520840;3;1629;11;39
270;245;1481520660;1481520720;3;1038;3;33
50;7;1481520660;1481520720;3;27;10;34
135;136;1481520660;1481520720;3;687;34;41
344;75;1481520660;1481520720;3;1469;18;39
199;196;1481520660;1481520720;3;170;16;44
332;330;1481520660;1481520661;3;97;13;6
100;102;1481520660;1481520661;3;2059;32;44
134;135;1481520660;1481520661;3;2066;6;41
101;153;1481520660;1481520720;3;605;7;44
436;195;1481520660;1481520780;3;1945;19;31
235;239;1481520660;1481520661;3;1171;3;37
44;42;1481520660;1481520661;3;1872;2;29
115;344;1481520660;1481520720;3;1888;28;5
1130;199;1481520660;1481520900;3;772;17;28
66;54;1481520660;1481520720;3;1938;2;6
467;1143;1481520660;1481520720;3;2045;6;35
402;1320;1481520660;1481520661;3;1207;5;38
232;229;1481520660;1481520720;3;1833;58;6
177;175;1481520660;1481520720;3;1653;17;4
1130;140;1481520660;1481520840;3;1355;13;42
81;381;1481520660;1481520661;3;1134;2;2
239;81;1481520660;1481520720;3;1108;8;1
439;374;1481520660;1481520720;3;1022;4;29
438;442;1481520660;1481520720;3;1903;18;24
402;1320;1481520660;1481520661;3;688;37;38
370;372;1481520660;1481520720;3;460;29;38
99;97;1481520660;1481520840;3;108;8;30
66;452;1481520660;1481520720;3;1559;23;37
151;150;1481520660;1481520661;3;1272;9;40
227;230;1481520660;1481520661;3;1808;20;7
232;229;1481520660;1481520661;3;1917;2;7
229;228;1481520661;1481520720;3;1917;3;7
135;136;1481520661;1481520720;3;2066;7;41
150;36;1481520661;1481520720;3;1272;10;40
330;328;1481520661;1481520720;3;97;14;6
102;104;1481520661;1481520720;3;2059;33;44
1320;94;1481520661;1481520720;3;688;38;38
42;40;1481520661;1481520720;3;1872;3;29
230;231;1481520661;1481520720;3;1808;21;7
1320;94;1481520661;1481520720;3;1207;6;38
381;392;1481520661;1481520720;3;1134;3;2
239;81;1481520661;1481520720;3;1171;4;37
122;123;1481520661;1481520720;3;778;24;44
229;228;1481520720;1481520780;3;1833;59;6
1132;99;1481520720;1481520900;3;1011;4;9
341;323;1481520720;1481520780;3;1925;21;39
245;1337;1481520720;1481520721;3;1038;4;33
265;289;1481520720;1481520780;3;1960;19;43
81;381;1481520720;1481520721;3;1171;5;37
392;365;1481520720;1481520721;3;1134;4;2
442;444;1481520720;1481520780;3;1903;19;24
104;106;1481520720;1481520780;3;2059;34;44
175;453;1481520720;1481520780;3;1653;18;4
94;97;1481520720;1481520780;3;1207;7;38
228;226;1481520720;1481520840;3;1917;4;7
196;16;1481520720;1481520780;3;170;17;44
75;49;1481520720;1481520780;3;1469;19;39
1143;456;1481520720;1481520840;3;2045;7;35
231;233;1481520720;1481520840;3;1808;22;7
7;8;1481520720;1481520721;3;27;11;34
357;343;1481520720;1481520721;3;42;25;29
123;125;1481520720;1481520780;3;778;25;44
81;381;1481520720;1481520721;3;1108;9;1
153;151;1481520720;1481520780;3;605;8;44
344;75;1481520720;1481520721;3;1888;29;5
374;366;1481520720;1481520721;3;1022;5;29
40;38;1481520720;1481520780;3;1872;4;29
276;278;1481520720;1481520780;3;884;32;6
372;429;1481520720;1481520721;3;460;30;38
452;174;1481520720;1481520780;3;1559;24;37
36;148;1481520720;1481520721;3;1272;11;40
456;1132;1481520720;1481520900;3;1021;4;3
136;137;1481520720;1481520780;3;2066;8;41
455;1133;1481520720;1481520780;3;2372;10;10
328;326;1481520720;1481520721;3;97;15;6
438;442;1481520720;1481520780;3;536;18;38
54;71;1481520720;1481520900;3;1938;3;6
184;183;1481520720;1481520721;3;1716;1;43
183;182;1481520721;1481520780;3;1716;2;43
366;364;1481520721;1481520780;3;1022;6;29
381;392;1481520721;1481520780;3;1108;10;1
148;33;1481520721;1481520780;3;1272;12;40
8;9;1481520721;1481520780;3;27;12;34
343;353;1481520721;1481520780;3;42;26;29
1337;1335;1481520721;1481520780;3;1038;5;33
75;49;1481520721;1481520780;3;1888;30;5
429;428;1481520721;1481520780;3;460;31;38
365;367;1481520721;1481520780;3;1134;5;2
326;324;1481520721;1481520780;3;97;16;6
381;392;1481520721;1481520780;3;1171;6;37
353;235;1481520780;1481520840;3;42;27;29
364;391;1481520780;1481520781;3;1022;7;29
428;426;1481520780;1481520840;3;460;32;38
49;51;1481520780;1481520840;3;1469;20;39
16;194;1481520780;1481520840;3;170;18;44
125;127;1481520780;1481520781;3;778;26;44
278;280;1481520780;1481520840;3;884;33;6
174;176;1481520780;1481520781;3;1559;25;37
323;325;1481520780;1481520840;3;1925;22;39
9;10;1481520780;1481520840;3;27;13;34
97;77;1481520780;1481520840;3;1207;8;38
182;181;1481520780;1481520781;3;1716;3;43
324;342;1481520780;1481520840;3;97;17;6
367;433;1481520780;1481520781;3;1134;6;2
1335;60;1481520780;1481520900;3;1038;6;33
392;365;1481520780;1481520840;3;1171;7;37
1133;1242;1481520780;1481520781;3;2372;11;10
289;210;1481520780;1481520840;3;1960;20;43
38;144;1481520780;1481520840;3;1872;5;29
195;198;1481520780;1481520840;3;1945;20;31
444;448;1481520780;1481520840;3;1903;20;24
33;48;1481520780;1481520781;3;1272;13;40
392;365;1481520780;1481520840;3;1108;11;1
49;51;1481520780;1481520840;3;1888;31;5
137;138;1481520780;1481520840;3;2066;9;41
453;73;1481520780;1481520840;3;1653;19;4
442;444;1481520780;1481520840;3;536;19;38
106;109;1481520780;1481520840;3;2059;35;44
151;150;1481520780;1481520840;3;605;9;44
181;180;1481520781;1481520840;3;1716;4;43
433;368;1481520781;1481520840;3;1134;7;2
391;380;1481520781;1481520840;3;1022;8;29
127;129;1481520781;1481521200;3;778;27;44
48;30;1481520781;1481520840;3;1272;14;40
176;413;1481520781;1481520840;3;1559;26;37
30;28;1481520840;1481520841;3;1272;15;40
380;80;1481520840;1481520841;3;1022;9;29
365;367;1481520840;1481520900;3;1108;12;1
365;367;1481520840;1481520900;3;1171;8;37
235;239;1481520840;1481520900;3;42;28;29
448;436;1481520840;1481520960;3;1903;21;24
140;119;1481520840;1481520900;3;1355;14;42
97;77;1481520840;1481520900;3;108;9;30
342;322;1481520840;1481521020;3;97;18;6
73;6;1481520840;1481521020;3;1653;20;4
368;362;1481520840;1481520900;3;1134;8;2
325;327;1481520840;1481520900;3;1925;23;39
226;224;1481520840;1481520841;3;1917;5;7
198;140;1481520840;1481520900;3;1945;21;31
144;451;1481520840;1481520900;3;1872;6;29
210;208;1481520840;1481520900;3;1960;21;43
180;163;1481520840;1481520900;3;1716;5;43
51;1;1481520840;1481520960;3;1888;32;5
109;111;1481520840;1481520841;3;2059;36;44
138;142;1481520840;1481520900;3;2066;10;41
426;424;1481520840;1481520900;3;460;33;38
444;448;1481520840;1481520900;3;536;20;38
194;192;1481520840;1481520841;3;170;19;44
77;344;1481520840;1481520960;3;1207;9;38
150;36;1481520840;1481520900;3;605;10;44
413;241;1481520840;1481520841;3;1559;27;37
280;283;1481520840;1481520900;3;884;34;6
455;466;1481520840;1481521080;3;1629;12;39
51;399;1481520840;1481521200;3;1469;21;39
456;1132;1481520840;1481521020;3;2045;8;35
10;11;1481520840;1481520841;3;27;14;34
224;222;1481520841;1481520900;3;1917;6;7
28;5;1481520841;1481521500;3;1272;16;40
241;95;1481520841;1481520900;3;1559;28;37
111;113;1481520841;1481520900;3;2059;37;44
192;25;1481520841;1481521500;3;170;20;44
11;12;1481520841;1481520900;3;27;15;34
80;238;1481520841;1481520900;3;1022;10;29
9;10;1481520900;1481520960;3;168;1;34
158;157;1481520900;1481520960;3;64;1;41
327;432;1481520900;1481520960;3;1925;24;39
140;119;1481520900;1481520960;3;1945;22;31
71;69;1481520900;1481520960;3;1938;4;6
424;422;1481520900;1481520901;3;460;34;38
199;196;1481520900;1481520960;3;772;18;28
99;53;1481520900;1481520960;3;1011;5;9
367;375;1481520900;1481520901;3;1108;13;1
448;436;1481520900;1481520960;3;536;21;38
343;353;1481520900;1481520901;3;1798;1;5
222;220;1481520900;1481520901;3;1917;7;7
36;148;1481520900;1481521020;3;605;11;44
208;206;1481520900;1481521080;3;1960;22;43
77;79;1481520900;1481521200;3;108;10;30
5;50;1481520900;1481520960;3;157;17;41
25;66;1481520900;1481520960;3;1828;19;41
1132;99;1481520900;1481521080;3;1021;5;3
142;119;1481520900;1481521020;3;2066;11;41
95;93;1481520900;1481520960;3;1559;29;37
163;377;1481520900;1481520901;3;1716;6;43
12;13;1481520900;1481520901;3;27;16;34
238;236;1481520900;1481520960;3;1022;11;29
21;76;1481520900;1481521200;3;1129;6;18
409;53;1481520900;1481520960;3;1618;1;46
283;315;1481520900;1481520960;3;884;35;6
451;146;1481520900;1481520960;3;1872;7;29
5;50;1481520900;1481520960;3;1177;14;36
239;81;1481520900;1481520960;3;42;29;29
362;370;1481520900;1481520901;3;1134;9;2
26;66;1481520900;1481520960;3;1776;18;36
3;191;1481520900;1481520960;3;1238;14;37
60;58;1481520900;1481520960;3;1038;7;33
367;375;1481520900;1481520901;3;1171;9;37
409;53;1481520900;1481520960;3;1363;1;45
3;191;1481520900;1481520901;3;704;1;28
119;117;1481520900;1481520960;3;1355;15;42
6;50;1481520900;1481520960;3;1102;1;7
377;243;1481520901;1481520902;3;1716;7;43
191;193;1481520901;1481520960;3;704;2;28
422;396;1481520901;1481520960;3;460;35;38
375;440;1481520901;1481520902;3;1108;14;1
375;440;1481520901;1481520902;3;1171;10;37
220;218;1481520901;1481520960;3;1917;8;7
13;14;1481520901;1481520960;3;27;17;34
370;372;1481520901;1481520960;3;1134;10;2
353;379;1481520901;1481520960;3;1798;2;5
440;446;1481520902;1481521200;3;1108;15;1
243;414;1481520902;1481520960;3;1716;8;43
440;446;1481520902;1481521200;3;1171;11;37
436;196;1481520960;1481521080;3;536;22;38
10;11;1481520960;1481521020;3;168;2;34
66;452;1481520960;1481521080;3;1776;19;36
50;7;1481520960;1481521020;3;157;18;41
414;177;1481520960;1481521020;3;1716;9;43
53;73;1481520960;1481521020;3;1011;6;9
93;92;1481520960;1481520961;3;1559;30;37
193;15;1481520960;1481521020;3;704;3;28
196;16;1481520960;1481521020;3;772;19;28
146;164;1481520960;1481521020;3;1872;8;29
58;56;1481520960;1481520961;3;1038;8;33
432;851;1481520960;1481521020;3;1925;25;39
119;117;1481520960;1481521020;3;1945;23;31
191;193;1481520960;1481520961;3;1238;15;37
315;1267;1481520960;1481520961;3;884;36;6
344;75;1481520960;1481521020;3;1207;10;38
53;452;1481520960;1481521020;3;1363;2;45
436;196;1481520960;1481521080;3;1903;22;24
157;155;1481520960;1481520961;3;64;2;41
66;54;1481520960;1481521020;3;1828;20;41
117;115;1481520960;1481520961;3;1355;16;42
53;452;1481520960;1481521020;3;1618;2;46
81;381;1481520960;1481520961;3;42;30;29
379;360;1481520960;1481521020;3;1798;3;5
50;7;1481520960;1481521020;3;1177;15;36
218;401;1481520960;1481520961;3;1917;9;7
372;429;1481520960;1481520961;3;1134;11;2
236;354;1481520960;1481521020;3;1022;12;29
69;67;1481520960;1481521020;3;1938;5;6
14;17;1481520960;1481521020;3;27;18;34
50;7;1481520960;1481521020;3;1102;2;7
396;238;1481520960;1481521020;3;460;36;38
56;53;1481520961;1481521080;3;1038;9;33
401;216;1481520961;1481521020;3;1917;10;7
155;107;1481520961;1481521020;3;64;3;41
429;428;1481520961;1481521020;3;1134;12;2
193;15;1481520961;1481521020;3;1238;16;37
115;76;1481520961;1481521020;3;1355;17;42
381;392;1481520961;1481521020;3;42;31;29
92;90;1481520961;1481521020;3;1559;31;37
1267;317;1481520961;1481521020;3;884;37;6
107;105;1481521020;1481521021;3;64;4;41
67;63;1481521020;1481521080;3;1938;6;6
322;320;1481521020;1481521080;3;97;19;6
54;415;1481521020;1481521080;3;1828;21;41
177;175;1481521020;1481521080;3;1716;10;43
119;117;1481521020;1481521080;3;2066;12;41
354;356;1481521020;1481521200;3;1022;13;29
317;319;1481521020;1481521080;3;884;38;6
238;236;1481521020;1481521080;3;460;37;38
360;295;1481521020;1481521021;3;1798;4;5
851;461;1481521020;1481521500;3;1925;26;39
7;74;1481521020;1481521021;3;157;19;41
452;190;1481521020;1481521080;3;1618;3;46
6;23;1481521020;1481521080;3;1653;21;4
392;365;1481521020;1481521021;3;42;32;29
7;74;1481521020;1481521021;3;1177;16;36
76;96;1481521020;1481521080;3;1355;18;42
7;74;1481521020;1481521021;3;1102;3;7
216;186;1481521020;1481521080;3;1917;11;7
17;20;1481521020;1481521080;3;27;19;34
164;28;1481521020;1481521080;3;1872;9;29
75;49;1481521020;1481521080;3;1207;11;38
73;5;1481521020;1481521320;3;1011;7;9
1132;99;1481521020;1481521200;3;2045;9;35
452;190;1481521020;1481521080;3;1363;3;45
117;115;1481521020;1481521080;3;1945;24;31
428;426;1481521020;1481521021;3;1134;13;2
11;12;1481521020;1481521021;3;168;3;34
16;194;1481521020;1481521080;3;772;20;28
15;197;1481521020;1481521080;3;1238;17;37
15;195;1481521020;1481521080;3;704;4;28
148;33;1481521020;1481521080;3;605;12;44
90;88;1481521020;1481521021;3;1559;32;37
74;345;1481521021;1481521080;3;157;20;41
365;367;1481521021;1481521080;3;42;33;29
105;103;1481521021;1481521080;3;64;5;41
74;345;1481521021;1481521080;3;1177;17;36
74;76;1481521021;1481521080;3;1102;4;7
295;293;1481521021;1481521080;3;1798;5;5
12;13;1481521021;1481521080;3;168;4;34
88;410;1481521021;1481521080;3;1559;33;37
426;424;1481521021;1481521080;3;1134;14;2
424;422;1481521080;1481521140;3;1134;15;2
293;291;1481521080;1481521081;3;1798;6;5
175;453;1481521080;1481521081;3;1716;11;43
23;22;1481521080;1481521320;3;1653;22;4
63;61;1481521080;1481521140;3;1938;7;6
466;468;1481521080;1481521200;3;1629;13;39
117;115;1481521080;1481521140;3;2066;13;41
319;321;1481521080;1481521140;3;884;39;6
28;6;1481521080;1481521500;3;1872;10;29
53;73;1481521080;1481521140;3;1038;10;33
195;198;1481521080;1481521140;3;704;5;28
410;412;1481521080;1481521200;3;1559;34;37
197;435;1481521080;1481521140;3;1238;18;37
452;174;1481521080;1481521140;3;1776;20;36
190;23;1481521080;1481521140;3;1363;4;45
49;51;1481521080;1481521140;3;1207;12;38
96;409;1481521080;1481521200;3;1355;19;42
103;101;1481521080;1481521140;3;64;6;41
76;78;1481521080;1481521140;3;1102;5;7
99;53;1481521080;1481521140;3;1021;6;3
345;114;1481521080;1481521081;3;1177;18;36
367;375;1481521080;1481521140;3;42;34;29
196;16;1481521080;1481521140;3;1903;23;24
227;230;1481521080;1481521140;3;1016;1;6
345;114;1481521080;1481521140;3;157;21;41
186;214;1481521080;1481521200;3;1917;12;7
33;48;1481521080;1481521140;3;605;13;44
13;14;1481521080;1481521081;3;168;5;34
206;203;1481521080;1481521260;3;1960;23;43
115;76;1481521080;1481521140;3;1945;25;31
194;192;1481521080;1481521081;3;772;21;28
236;354;1481521080;1481521140;3;460;38;38
196;16;1481521080;1481521081;3;536;23;38
415;34;1481521080;1481521140;3;1828;22;41
190;23;1481521080;1481521140;3;1618;4;46
320;318;1481521080;1481521081;3;97;20;6
318;1268;1481521081;1481521140;3;97;21;6
16;194;1481521081;1481521082;3;536;24;38
114;116;1481521081;1481521140;3;1177;19;36
453;73;1481521081;1481521140;3;1716;12;43
291;287;1481521081;1481521082;3;1798;7;5
14;17;1481521081;1481521140;3;168;6;34
192;4;1481521081;1481521200;3;772;22;28
194;192;1481521082;1481521140;3;536;25;38
287;297;1481521082;1481521083;3;1798;8;5
297;299;1481521083;1481521140;3;1798;9;5
76;78;1481521140;1481521200;3;1945;26;31
17;20;1481521140;1481521200;3;168;7;34
48;30;1481521140;1481521200;3;605;14;44
114;116;1481521140;1481521141;3;157;22;41
16;194;1481521140;1481521260;3;1903;24;24
375;440;1481521140;1481521200;3;42;35;29
116;118;1481521140;1481521141;3;1177;20;36
78;82;1481521140;1481521200;3;1102;6;7
51;3;1481521140;1481521500;3;1207;13;38
435;447;1481521140;1481521200;3;1238;19;37
73;2;1481521140;1481521500;3;1038;11;33
321;341;1481521140;1481521200;3;884;40;6
115;344;1481521140;1481521260;3;2066;14;41
23;21;1481521140;1481521200;3;1618;5;46
34;32;1481521140;1481521141;3;1828;23;41
53;73;1481521140;1481521200;3;1021;7;3
174;176;1481521140;1481521141;3;1776;21;36
23;21;1481521140;1481521200;3;1363;5;45
299;301;1481521140;1481521141;3;1798;10;5
1268;316;1481521140;1481521200;3;97;22;6
230;231;1481521140;1481521141;3;1016;2;6
198;1187;1481521140;1481521380;3;704;6;28
354;356;1481521140;1481521200;3;460;39;38
73;3;1481521140;1481521800;3;1716;13;43
192;4;1481521140;1481521800;3;536;26;38
101;153;1481521140;1481521200;3;64;7;41
61;244;1481521140;1481521200;3;1938;8;6
422;383;1481521140;1481521200;3;1134;16;2
231;233;1481521141;1481521200;3;1016;3;6
301;303;1481521141;1481521200;3;1798;11;5
176;413;1481521141;1481521200;3;1776;22;36
116;118;1481521141;1481521200;3;157;23;41
118;139;1481521141;1481521200;3;1177;21;36
32;147;1481521141;1481521200;3;1828;24;41
214;212;1481521200;1481521260;3;1917;13;7
303;305;1481521200;1481521201;3;1798;12;5
129;130;1481521200;1481521260;3;778;28;44
446;438;1481521200;1481521201;3;1108;16;1
21;19;1481521200;1481521201;3;1618;6;46
468;480;1481521200;1481521260;3;1629;14;39
341;323;1481521200;1481521260;3;884;41;6
129;130;1481521200;1481521260;3;273;1;40
5;50;1481521200;1481521260;3;268;1;5
244;246;1481521200;1481521260;3;1938;9;6
356;358;1481521200;1481521201;3;1022;14;29
6;50;1481521200;1481521260;3;1243;19;6
447;443;1481521200;1481521260;3;1238;20;37
440;446;1481521200;1481521260;3;42;36;29
446;438;1481521200;1481521201;3;1171;12;37
99;53;1481521200;1481521320;3;2045;10;35
343;353;1481521200;1481521201;3;978;1;38
82;84;1481521200;1481521201;3;1102;7;7
314;263;1481521200;1481521260;3;1181;1;36
139;200;1481521200;1481521320;3;1177;22;36
383;351;1481521200;1481521260;3;1134;17;2
118;141;1481521200;1481521320;3;157;24;41
25;27;1481521200;1481521201;3;1665;30;29
73;5;1481521200;1481521800;3;1021;8;3
147;35;1481521200;1481521260;3;1828;25;41
413;242;1481521200;1481521260;3;1776;23;36
79;344;1481521200;1481521260;3;108;11;30
409;53;1481521200;1481521320;3;773;1;42
316;282;1481521200;1481521260;3;97;23;6
20;22;1481521200;1481521260;3;168;8;34
399;65;1481521200;1481521260;3;1469;22;39
30;28;1481521200;1481521260;3;605;15;44
233;257;1481521200;1481521260;3;1016;4;6
153;151;1481521200;1481521260;3;64;8;41
358;342;1481521201;1481521260;3;1022;15;29
27;161;1481521201;1481521260;3;1665;31;29
438;442;1481521201;1481521260;3;1171;13;37
353;235;1481521201;1481521260;3;978;2;38
438;442;1481521201;1481521260;3;1108;17;1
305;307;1481521201;1481521260;3;1798;13;5
84;86;1481521201;1481521260;3;1102;8;7
19;15;1481521201;1481521260;3;1618;7;46
161;145;1481521260;1481521320;3;1665;32;29
246;248;1481521260;1481521320;3;1938;10;6
194;192;1481521260;1481521320;3;1903;25;24
50;7;1481521260;1481521320;3;1243;20;6
65;52;1481521260;1481521320;3;1469;23;39
263;265;1481521260;1481521320;3;1181;2;36
442;444;1481521260;1481521320;3;1171;14;37
257;255;1481521260;1481521320;3;1016;5;6
282;281;1481521260;1481521261;3;97;24;6
351;349;1481521260;1481521320;3;1134;18;2
235;237;1481521260;1481521261;3;978;3;38
446;1347;1481521260;1481521320;3;42;37;29
86;211;1481521260;1481521320;3;1102;9;7
443;441;1481521260;1481521261;3;1238;21;37
203;201;1481521260;1481521380;3;1960;24;43
307;309;1481521260;1481521261;3;1798;14;5
35;149;1481521260;1481521320;3;1828;26;41
212;87;1481521260;1481521320;3;1917;14;7
